duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score,,,,100£»1,10£»1,1£»1,1£»10,1£»100,1£»1000
3:30:30,118700,0.054778416,4934.498188,1000,42.00243235,,,,4934.498188,4943.99246,4607.225168,4296.635828,4908.049838,4529.290826
3:31:31,118800,0.054546159,4691.666026,1000,40.04650273,,,,4691.666026,4868.109777,4621.540306,5004.362309,4643.928021,5000.409277
3:32:33,118900,0.054824799,4901.762573,1000,41.73875822,,,,4901.762573,4770.362457,3628.89417,5012.343649,4975.69018,4967.67335
3:33:34,119000,0.054920928,4926.448968,1000,41.93759865,,,,4926.448968,5002.392985,4670.774343,4407.0601,4793.555086,5039.744658
3:34:37,119100,0.053391708,4116.917141,1000,35.41709798,,,,4116.917141,4238.703856,2756.257672,4951.666233,3493.623352,4088.906261
3:35:39,119200,0.054479106,4551.398962,1000,38.91669974,,,,4551.398962,4877.459231,4024.088636,4356.163128,4448.136884,4496.19997
3:36:41,119300,0.054394743,4951.649686,1000,42.14058177,,,,4951.649686,4835.516181,4823.337224,4968.349303,4832.961129,4316.622173
3:37:42,119400,0.053973188,3603.712399,1000,31.28341015,,,,3603.712399,4502.746965,4704.873449,4023.598301,4348.951171,3615.633342
3:38:43,119500,0.053377047,4289.436405,1000,36.80668137,,,,4289.436405,4625.203599,5067.137721,4594.035863,5000.835466,4796.619767
3:39:46,119600,0.053352395,4993.164971,1000,42.47497313,,,,4993.164971,4555.288883,4903.594286,4756.047236,4456.327973,4878.461768
3:40:48,119700,0.053715482,4802.071761,1000,40.93578299,,,,4802.071761,4891.163944,4957.478631,4275.400075,4587.722135,4934.625665
3:41:50,119800,0.053368946,4673.645323,1000,39.90135216,,,,4673.645323,4914.304439,4008.584993,4828.865846,4635.416628,4386.762573
3:42:51,119900,0.052442599,4695.425264,1000,40.0767821,,,,4695.425264,4747.905768,5039.675801,4802.646042,4960.308543,5036.508345
3:43:51,120000,0.053769108,4689.705646,1000,40.03071255,,,,4689.705646,4736.449461,3930.397222,4910.028967,4921.113565,4671.267597
